Text,Rätt Kategori,Modell_Kategori,Tid (s),Rätt,Model,Antal Artiklar,Korrekt Klassifikation,Accuracy,Precision,Recall,CPU,GPU,Genomsnitt tid för artiklar
"Tulu to appear at Caledonian run

Two-time Olympic 10,000 metres champion Derartu Tulu has confirmed she will take part ...",sport,Sport,0.29,True,,,,,,,,,
"Disappointed Scott in solid start

Allan Scott is confident of winning a medal at next week's European Indoor Championsh...",sport,Sport,0.3,True,,,,,,,,,
"GB quartet get cross country call

Four British athletes have been pre-selected to compete at the World Cross Country Ch...",sport,Sport,0.3,True,,,,,,,,,
"Jones files lawsuit against Conte

Marion Jones has filed a lawsuit for defamation against Balco boss Victor Conte follo...",sport,Law,0.38,False,,,,,,,,,
"Thanou desperate to make return

Greek sprinter Katerina Thanou says she is eager to compete again after being cleared o...",sport,Sport,0.33,True,,,,,,,,,
"Relay squad thrilled with honours

Jason Gardener says being made an MBE in the New Year Honours List underlines the ach...",sport,Sport,0.36,True,,,,,,,,,
"Balco case trial date pushed back

The trial date for the Bay Area Laboratory Cooperative (Balco) steroid distribution c...",sport,Sport,0.33,True,,,,,,,,,
"Collins calls for Chambers return

World 100m champion Kim Collins says suspended sprinter Dwain Chambers should be allo...",sport,Sport,0.29,True,,,,,,,,,
"Costin aims for comeback in 2006

Jamie Costin should be paralysed.

He says so himself in a matter-of-fact way as he re...",sport,Sport,0.47,True,,,,,,,,,
"Lewis-Francis turns to Christie

Mark Lewis-Francis has stepped up his preparations for the new season by taking advice ...",sport,Sport,0.31,True,,,,,,,,,
"Man Utd stroll to Cup win

Wayne Rooney made a winning return to Everton as Manchester United cruised into the FA Cup qu...",sport,Sport,0.41,True,,,,,,,,,
"Van Nistelrooy set to return

Manchester United striker Ruud van Nistelrooy may make his comeback after an Achilles tend...",sport,Sport,0.32,True,,,,,,,,,
"Moyes U-turn on Beattie dismissal

Everton manager David Moyes will discipline striker James Beattie after all for his h...",sport,Sport,0.37,True,,,,,,,,,
"Ronaldo considering new contract

Manchester United winger Cristiano Ronaldo said he is close to agreeing to a new contr...",sport,Sports,0.29,False,,,,,,,,,
"Smith keen on Home series return

Scotland manager Walter Smith has given his backing to the reinstatement of the Home I...",sport,Sport,0.31,True,,,,,,,,,
"Mido makes third apology

Ahmed 'Mido' Hossam has made another apology to the Egyptian people in an attempt to rejoin th...",sport,Sport,0.37,True,,,,,,,,,
"Man City 0-2 Man Utd

Manchester United reduced Chelsea's Premiership lead to nine points after a scrappy victory over M...",sport,Sport,0.44,True,,,,,,,,,
"Gerrard plays down European hopes

Steven Gerrard has admitted that Liverpool have little chance of winning the Champion...",sport,Sport,0.36,True,,,,,,,,,
"Duff ruled out of Barcelona clash

Chelsea's Damien Duff has been ruled out of Wednesday's Champions League clash with B...",sport,Sport,0.29,True,,,,,,,,,
"Chelsea clinch cup in extra-time

(after extra-time - score at 90 mins 1-1)

John Arne Riise volleyed Liverpool ahead af...",sport,Sport,0.45,True,,,,,,,,,
"Newcastle 2-1 Bolton

Kieron Dyer smashed home the winner to end Bolton's 10-game unbeaten run.

Lee Bowyer put Newcastl...",sport,Sport,0.44,True,,,,,,,,,
"Middlesbrough 2-2 Charlton

A late header by teenager Danny Graham earned Middlesbrough a battling draw with Charlton at...",sport,Sport,0.43,True,,,,,,,,,
"Dundee Utd 4-1 Aberdeen

Dundee United eased into the semi-final of the Scottish Cup with an emphatic win over Aberdeen....",sport,Sport,0.39,True,,,,,,,,,
"Clyde 0-5 Celtic

Celtic brushed aside Clyde to secure their place in the Scottish Cup semi-final, but only after a nerv...",sport,Sport,0.41,True,,,,,,,,,
"Hearts 2-1 Livingston

Hearts wrapped up their Scottish Cup quarter-final tie against Livingston with two goals in the f...",sport,Sport,0.4,True,,,,,,,,,
"Kenyon denies Robben Barca return

Chelsea chief executive Peter Kenyon has played down reports that Arjen Robben will r...",sport,Sport,0.3,True,,,,,,,,,
"Bridge could miss rest of season

Chelsea left-back Wayne Bridge could miss the rest of the season with a suspected brok...",sport,Sport,0.38,True,,,,,,,,,
"Parry firm over Gerrard

Listen to the full interview on Sport on Five and the BBC Sport website from 1900 GMT.

But Par...",sport,Sport,0.65,True,,,,,,,,,
"Wright-Phillips to start on right

England coach Sven-Goran Eriksson has revealed Shaun Wright-Phillips will start again...",sport,Sport,0.32,True,,,,,,,,,
"Robben sidelined with broken foot

Chelsea winger Arjen Robben has broken two metatarsal bones in his foot and will be o...",sport,Sport,0.34,True,,,,,,,,,
"Giggs handed Wales leading role

Ryan Giggs will captain Wales as he wins his 50th cap in Wednesday's friendly against H...",sport,Sport,0.43,True,,,,,,,,,
"Bosvelt optimistic over new deal

Manchester City's Paul Bosvelt will find out ""within a month"" whether he is to be offe...",sport,Sport,0.29,True,,,,,,,,,
"Sociedad set to rescue Mladenovic

Rangers are set to loan out-of-favour midfielder Dragan Mladenovic to Real Sociedad, ...",sport,Sport,0.3,True,,,,,,,,,
"Parry relishes Anfield challenge

BBC Sport reflects on the future for Liverpool after our exclusive interview with chie...",sport,Business,0.54,False,,,,,,,,,
"Time to get tough on friendlies?

For an international manager, a friendly provides an important opportunity to work wit...",sport,Sport,0.38,True,,,,,,,,,
"Barcelona title hopes hit by loss

Barcelona's pursuit of the Spanish title took a blow on Sunday as they fell to a 2-0 ...",sport,Sport,0.3,True,,,,,,,,,
"Parry puts Gerrard 'above money'

Listen to the full interview on Sport on Five and the BBC Sport website from 1900 GMT....",sport,Sport,0.66,True,,,,,,,,,
"Bees handed potential Man Utd tie

Brentford face a home tie against holders Manchester United in the FA Cup sixth round...",sport,Sport,0.33,True,,,,,,,,,
"England's defensive crisis grows

England's defensive worries have deepened following the withdrawal of Tottenham's Ledl...",sport,Sport,0.3,True,,,,,,,,,
"Ferdinand casts doubt over Glazer

Rio Ferdinand has said he is unsure of Malcolm Glazer's motives after the American bi...",sport,Business,0.33,False,,,,,,,,,
"Premier League planning Cole date

The Premier League is attempting to find a mutually convenient date to investigate al...",sport,Sport,0.32,True,,,,,,,,,
"McCall earns Tannadice reprieve

Dundee United manager Ian McCall has won a reprieve from the sack, with chairman Eddie ...",sport,Sport,0.36,True,,,,,,,,,
"Kewell waits as injury drags on

Liverpool winger Harry Kewell is struggling to recover from his Achilles tendinitis pro...",sport,Sport,0.29,True,,,,,,,,,
"Smith aims to bring back respect

Scotland manager Walter Smith says he wants to restore the national team's respectabil...",sport,Sport,0.31,True,,,,,,,,,
"Injury doubts beset Wales squad

Wales have a clutch of injury worries before Wednesday's international friendly against...",sport,Sport,0.33,True,,,,,,,,,
"Weir poised for Sunderland move

Larne's teenage star Robbie Weir is poised to join Sunderland after turning down a move...",sport,Sport,0.29,True,,,,,,,,,
"Newry to fight cup exit in courts

Newry City are expected to discuss legal avenues on Friday regarding overturning thei...",sport,Sport,0.31,True,,,,,,,,,
"Republic to face China and Italy

The Republic of Ireland have arranged friendlies against China and Italy which will ta...",sport,Sport,0.31,True,,,,,,,,,
"Finnan says Irish can win group

Steve Finnan believes the Republic of Ireland can qualify directly for the World Cup fi...",sport,Sport,0.34,True,,,,,,,,,
"Irish finish with home game

Republic of Ireland manager Brian Kerr has been granted his wish for a home game as the fin...",sport,Sport,0.33,True,,,,,,,,,
"Israeli club look to Africa

Four African players, including Zimbabwe goalkeeper Energy Murambadoro, are all ready to pl...",sport,Sport,0.29,True,,,,,,,,,
"Iranian misses Israel match

Iranian striker Vahid Hashemian will not travel to Israel for Bayern Munich's Champions Lea...",sport,Sport,0.29,True,,,,,,,,,
"Highbury tunnel players in clear

The Football Association has said it will not be bringing charges over the tunnel inci...",sport,Sport,0.36,True,,,,,,,,,
"Bellamy under new fire

Newcastle boss Graeme Souness has reopened his dispute with Craig Bellamy after claiming the Wel...",sport,Sport,0.32,True,,,,,,,,,
"Chelsea denied by James heroics

A brave defensive display, led by keeper David James, helped Manchester City hold the l...",sport,Sport,0.41,True,,,,,,,,,
"Chelsea ridiculed over complaint

Barcelona assistant coach Henk Ten Cate has branded Chelsea's expected complaint to Ue...",sport,Sport,0.36,True,,,,,,,,,
"Benitez issues warning to Gerrard

Liverpool manager Rafael Benitez has ordered captain Steven Gerrard not to play down ...",sport,Sport,0.29,True,,,,,,,,,
"Owen determined to stay in Madrid

England forward Michael Owen has told the BBC he is happy in Spain and has no plans t...",sport,Sport,0.37,True,,,,,,,,,
"Wenger handed summer war chest

Arsenal boss Arsene Wenger has been guaranteed transfer funds to boost his squad the sum...",sport,Sports,0.29,False,,,,,,,,,
"Souness delight at Euro progress

Boss Graeme Souness felt Newcastle were never really in danger of going out of the Uef...",sport,Sport,0.3,True,,,,,,,,,
"Downing injury mars Uefa victory

Middlesbrough boss Steve McClaren hopes that Stewart Downing did not seriously damage ...",sport,Sport,0.33,True,,,,,,,,,
"Rangers seal Old Firm win

Goals from Gregory Vignal and Nacho Novo gave Rangers a scrappy victory at Celtic Park that m...",sport,Sport,0.39,True,,,,,,,,,
"SFA awaits report over Mikoliunas

The Scottish Football Association is awaiting referee Hugh Dallas's report before act...",sport,Sport,0.36,True,,,,,,,,,
"Palace threat over Cantona masks

Manchester United fans wearing Eric Cantona masks will not be allowed in Selhurst Park...",sport,Sport,0.29,True,,,,,,,,,
"Legendary Dutch boss Michels dies

Legendary Dutch coach Rinus Michels, the man credited with developing ""total football...",sport,Sport,0.32,True,,,,,,,,,
"Jol joy at 'professional' Cup win

Tottenham manager Martin Jol acclaimed his players for their patience in their 3-0 FA...",sport,Sport,0.33,True,,,,,,,,,
"Owen delighted with Real display

Michael Owen revelled in his return to the to the Real Madrid starting line-up and ins...",sport,Sport,0.31,True,,,,,,,,,
"Ferguson fears Milan cutting edge

Manchester United manager Sir Alex Ferguson said his side's task against AC Milan wou...",sport,Sport,0.38,True,,,,,,,,,
"Rush future at Chester uncertain

Ian Rush's future as Chester manager is uncertain after he and assistant Mark Aizlewoo...",sport,Sport,0.31,True,,,,,,,,,
"Reyes tricked into Real admission

Jose Antonio Reyes has added to speculation linking him with a move from Arsenal to R...",sport,Sport,0.32,True,,,,,,,,,
"Benitez joy as Reds take control

Liverpool boss Rafael Benitez was satisfied after his team's 3-1 win over Bayer Leverk...",sport,Sport,0.33,True,,,,,,,,,
"Souness eyes summer move for Owen

Newcastle boss Graeme Souness is lining up a summer move for England and Real Madrid ...",sport,Sport,0.32,True,,,,,,,,,
"Wenger dejected as Arsenal slump

Arsenal manager Arsene Wenger claimed their display in the 3-1 defeat against Bayern M...",sport,Sport,0.33,True,,,,,,,,,
"Stam spices up Man Utd encounter

AC Milan defender Jaap Stam says Manchester United ""know they made a mistake"" by selli...",sport,Sport,0.36,True,,,,,,,,,
"Mourinho defiant on Chelsea form

Chelsea boss Jose Mourinho has insisted that Sir Alex Ferguson and Arsene Wenger would...",sport,Sport,0.31,True,,,,,,,,,
"Hodgson relishes European clashes

Former Blackburn boss Roy Hodgson says the Premiership should follow the rest of Euro...",sport,Sport,0.4,True,,,,,,,,,
"Coach Ranieri sacked by Valencia

Claudio Ranieri has been sacked as Valencia coach just eight months after taking charg...",sport,Sport,0.3,True,,,,,,,,,
"Cole faces lengthy injury lay-off

Aston Villa's Carlton Cole could be out for six weeks with a knee injury.

The strike...",sport,Sport,0.28,True,,,,,,,,,
"Arsenal through on penalties

Arsenal win 4-2 on penalties

The Spanish goalkeeper saved from Alan Quinn and Jon Harley ...",sport,Sport,0.42,True,,,,,,,,,
"Ajax refuse to rule out Jol move

Ajax have refused to reveal whether Tottenham's boss Martin Jol is on the Dutch champi...",sport,Sport,0.3,True,,,,,,,,,
"Unclear future for striker Baros

Liverpool forward Milan Baros is uncertain whether he remains part of boss Rafa Benite...",sport,Sport,0.3,True,,,,,,,,,
